address,held_from,sold_at,holding_period,Gain/Loss,Planning Area,property_tenure,transaction_price_dollars,project_name,area_sqft,sale_type,Year,Gain/Loss (SGD),held_year,held_month,sold_year,sold_month,months_held,Original Price (SGD)
25 TAMPINES STREET 34 #04-15,2001-06-01,2011-04-11,10.0,371888,Tampines,99 yrs from 12/09/2000,860888,THE EDEN AT TAMPINES,1238,Resale,2011,"371,888",2001,6,2011,4,118,"489,000"
25 TAMPINES STREET 34 #04-15,2011-04-11,2021-05-28,10.0,139112,Tampines,99 yrs from 12/09/2000,1000000,THE EDEN AT TAMPINES,1238,Resale,2021,"139,112",2011,4,2021,5,121,"860,888"
25 TAMPINES STREET 34 #04-16,2001-06-29,2010-02-08,8.5,266000,Tampines,99 yrs from 12/09/2000,749000,THE EDEN AT TAMPINES,1249,Resale,2010,"266,000",2001,6,2010,2,104,"483,000"
25 TAMPINES STREET 34 #04-16,2010-02-08,2018-02-13,8.0,196000,Tampines,99 yrs from 12/09/2000,945000,THE EDEN AT TAMPINES,1249,Resale,2018,"196,000",2010,2,2018,2,96,"749,000"
25 TAMPINES STREET 34 #04-17,2001-07-11,2009-09-25,8.0,208888,Tampines,99 yrs from 12/09/2000,698888,THE EDEN AT TAMPINES,1249,Resale,2009,"208,888",2001,7,2009,9,98,"490,000"
25 TAMPINES STREET 34 #04-17,2009-09-25,2012-03-05,2.5,221112,Tampines,99 yrs from 12/09/2000,920000,THE EDEN AT TAMPINES,1249,Resale,2012,"221,112",2009,9,2012,3,30,"698,888"
25 TAMPINES STREET 34 #04-18,2001-07-19,2010-05-07,9.0,260950,Tampines,99 yrs from 12/09/2000,728000,THE EDEN AT TAMPINES,1184,Resale,2010,"260,950",2001,7,2010,5,106,"467,050"
25 TAMPINES STREET 34 #04-19,2001-07-30,2014-04-21,12.5,470760,Tampines,99 yrs from 12/09/2000,888000,THE EDEN AT TAMPINES,1012,Resale,2014,"470,760",2001,7,2014,4,153,"417,240"
25 TAMPINES STREET 34 #04-20,2001-08-03,2009-06-02,8.0,141682,Tampines,99 yrs from 12/09/2000,480000,THE EDEN AT TAMPINES,861,Resale,2009,"141,682",2001,8,2009,6,94,"338,318"
25 TAMPINES STREET 34 #04-20,2009-06-02,2022-09-19,13.5,378000,Tampines,99 yrs from 12/09/2000,858000,THE EDEN AT TAMPINES,861,Resale,2022,"378,000",2009,6,2022,9,159,"480,000"
25 TAMPINES STREET 34 #04-21,2002-08-29,2012-03-26,9.5,412000,Tampines,99 yrs from 12/09/2000,810000,THE EDEN AT TAMPINES,1012,Resale,2012,"412,000",2002,8,2012,3,115,"398,000"
25 TAMPINES STREET 34 #04-21,2012-03-26,2020-11-02,8.5,25000,Tampines,99 yrs from 12/09/2000,835000,THE EDEN AT TAMPINES,1012,Resale,2020,"25,000",2012,3,2020,11,104,"810,000"
25 TAMPINES STREET 34 #04-21,2020-11-02,2024-11-22,4.0,365000,Tampines,99 yrs from 12/09/2000,1200000,THE EDEN AT TAMPINES,1012,Resale,2024,"365,000",2020,11,2024,11,48,"835,000"
25 TAMPINES STREET 34 #05-15,2001-07-04,2009-03-27,7.5,103000,Tampines,99 yrs from 12/09/2000,595000,THE EDEN AT TAMPINES,1238,Resale,2009,"103,000",2001,7,2009,3,92,"492,000"
25 TAMPINES STREET 34 #05-17,2001-06-22,2010-01-04,8.5,186770,Tampines,99 yrs from 12/09/2000,700000,THE EDEN AT TAMPINES,1249,Resale,2010,"186,770",2001,6,2010,1,103,"513,230"
25 TAMPINES STREET 34 #05-20,2001-07-19,2012-03-08,10.5,425817,Tampines,99 yrs from 12/09/2000,766800,THE EDEN AT TAMPINES,861,Resale,2012,"425,817",2001,7,2012,3,128,"340,983"
25 TAMPINES STREET 34 #05-20,2012-03-08,2022-07-29,10.5,81200,Tampines,99 yrs from 12/09/2000,848000,THE EDEN AT TAMPINES,861,Resale,2022,"81,200",2012,3,2022,7,124,"766,800"
25 TAMPINES STREET 34 #05-21,2001-08-02,2020-11-06,19.5,424955,Tampines,99 yrs from 12/09/2000,845000,THE EDEN AT TAMPINES,1012,Resale,2020,"424,955",2001,8,2020,11,231,"420,045"
25 TAMPINES STREET 34 #06-15,2001-07-02,2015-04-16,14.0,474000,Tampines,99 yrs from 12/09/2000,970000,THE EDEN AT TAMPINES,1238,Resale,2015,"474,000",2001,7,2015,4,165,"496,000"
25 TAMPINES STREET 34 #06-16,2001-07-20,2022-05-27,21.0,831000,Tampines,99 yrs from 12/09/2000,1300000,THE EDEN AT TAMPINES,1249,Resale,2022,"831,000",2001,7,2022,5,250,"469,000"
25 TAMPINES STREET 34 #06-18,2001-07-12,2009-03-23,7.5,77000,Tampines,99 yrs from 12/09/2000,570000,THE EDEN AT TAMPINES,1184,Resale,2009,"77,000",2001,7,2009,3,92,"493,000"
25 TAMPINES STREET 34 #06-18,2009-03-23,2024-11-15,15.5,788000,Tampines,99 yrs from 12/09/2000,1358000,THE EDEN AT TAMPINES,1184,Resale,2024,"788,000",2009,3,2024,11,188,"570,000"
25 TAMPINES STREET 34 #06-20,2001-07-16,2009-04-25,8.0,136352,Tampines,99 yrs from 12/09/2000,480000,THE EDEN AT TAMPINES,861,Resale,2009,"136,352",2001,7,2009,4,93,"343,648"
25 TAMPINES STREET 34 #06-21,2001-07-25,2018-10-12,17.0,417150,Tampines,99 yrs from 12/09/2000,840000,THE EDEN AT TAMPINES,1012,Resale,2018,"417,150",2001,7,2018,10,207,"422,850"
25 TAMPINES STREET 34 #07-16,2001-06-21,2010-07-05,9.0,289000,Tampines,99 yrs from 12/09/2000,782000,THE EDEN AT TAMPINES,1249,Resale,2010,"289,000",2001,6,2010,7,109,"493,000"
25 TAMPINES STREET 34 #07-19,2001-07-16,2008-09-05,7.0,134345,Tampines,99 yrs from 12/09/2000,560000,THE EDEN AT TAMPINES,1012,Resale,2008,"134,345",2001,7,2008,9,86,"425,655"
25 TAMPINES STREET 34 #07-20,2001-08-13,2012-06-01,11.0,433687,Tampines,99 yrs from 12/09/2000,780000,THE EDEN AT TAMPINES,861,Resale,2012,"433,687",2001,8,2012,6,130,"346,313"
25 TAMPINES STREET 34 #07-20,2012-06-01,2018-09-27,6.5,10000,Tampines,99 yrs from 12/09/2000,790000,THE EDEN AT TAMPINES,861,Resale,2018,"10,000",2012,6,2018,9,75,"780,000"
25 TAMPINES STREET 34 #08-16,2001-07-31,2008-05-15,7.0,220000,Tampines,99 yrs from 12/09/2000,703000,THE EDEN AT TAMPINES,1249,Resale,2008,"220,000",2001,7,2008,5,82,"483,000"
25 TAMPINES STREET 34 #08-17,2001-06-15,2021-08-18,20.0,510195,Tampines,99 yrs from 12/09/2000,1040000,THE EDEN AT TAMPINES,1249,Resale,2021,"510,195",2001,6,2021,8,242,"529,805"
25 TAMPINES STREET 34 #08-19,2001-07-19,2008-08-19,7.0,154400,Tampines,99 yrs from 12/09/2000,590000,THE EDEN AT TAMPINES,1012,Resale,2008,"154,400",2001,7,2008,8,85,"435,600"
25 TAMPINES STREET 34 #08-19,2008-08-19,2010-04-01,1.5,50000,Tampines,99 yrs from 12/09/2000,640000,THE EDEN AT TAMPINES,1012,Resale,2010,"50,000",2008,8,2010,4,20,"590,000"
25 TAMPINES STREET 34 #08-20,2001-08-03,2008-04-17,6.5,66159,Tampines,99 yrs from 12/09/2000,422000,THE EDEN AT TAMPINES,861,Resale,2008,"66,159",2001,8,2008,4,80,"355,841"
25 TAMPINES STREET 34 #09-16,2001-06-20,2019-01-21,17.5,524000,Tampines,99 yrs from 12/09/2000,1030000,THE EDEN AT TAMPINES,1249,Resale,2019,"524,000",2001,6,2019,1,211,"506,000"
25 TAMPINES STREET 34 #10-15,2001-07-09,2009-05-15,8.0,110000,Tampines,99 yrs from 12/09/2000,630000,THE EDEN AT TAMPINES,1238,Resale,2009,"110,000",2001,7,2009,5,94,"520,000"
25 TAMPINES STREET 34 #10-17,2001-06-25,2010-08-24,9.0,539000,Tampines,99 yrs from 12/09/2000,1280000,THE EDEN AT TAMPINES,2034,Resale,2010,"539,000",2001,6,2010,8,110,"741,000"
25 TAMPINES STREET 34 #10-17,2010-08-24,2013-08-01,3.0,270000,Tampines,99 yrs from 12/09/2000,1550000,THE EDEN AT TAMPINES,2034,Resale,2013,"270,000",2010,8,2013,8,36,"1,280,000"
25 TAMPINES STREET 34 #10-20,2001-08-13,2008-05-20,7.0,188829,Tampines,99 yrs from 12/09/2000,550000,THE EDEN AT TAMPINES,861,Resale,2008,"188,829",2001,8,2008,5,81,"361,171"
25 TAMPINES STREET 34 #10-20,2008-05-20,2011-05-26,3.0,218000,Tampines,99 yrs from 12/09/2000,768000,THE EDEN AT TAMPINES,861,Resale,2011,"218,000",2008,5,2011,5,36,"550,000"
25 TAMPINES STREET 34 #10-20,2011-05-26,2018-11-20,7.5,22000,Tampines,99 yrs from 12/09/2000,790000,THE EDEN AT TAMPINES,861,Resale,2018,"22,000",2011,5,2018,11,90,"768,000"
25 YISHUN STREET 51 #02-09,2016-12-10,2022-07-22,5.5,182500,Yishun,99 yrs from 25/08/2014,804000,SIGNATURE AT YISHUN,775,Resale,2022,"182,500",2016,12,2022,7,67,"621,500"
25 YISHUN STREET 51 #04-09,2016-03-20,2022-08-04,6.5,186992,Yishun,99 yrs from 25/08/2014,800000,SIGNATURE AT YISHUN,775,Resale,2022,"186,992",2016,3,2022,8,77,"613,008"
25 YISHUN STREET 51 #04-11,2018-04-14,2022-08-18,4.5,335000,Yishun,99 yrs from 25/08/2014,1188000,SIGNATURE AT YISHUN,1098,Resale,2022,"335,000",2018,4,2022,8,52,"853,000"
25 YISHUN STREET 51 #04-12,2017-03-16,2022-07-22,5.5,275810,Yishun,99 yrs from 25/08/2014,830000,SIGNATURE AT YISHUN,775,Resale,2022,"275,810",2017,3,2022,7,64,"554,190"
25 YISHUN STREET 51 #05-09,2016-02-20,2024-01-17,8.0,397688,Yishun,99 yrs from 25/08/2014,1000000,SIGNATURE AT YISHUN,775,Resale,2024,"397,688",2016,2,2024,1,95,"602,312"
25 YISHUN STREET 51 #05-12,2016-11-14,2023-12-29,7.0,395000,Yishun,99 yrs from 25/08/2014,950000,SIGNATURE AT YISHUN,775,Resale,2023,"395,000",2016,11,2023,12,85,"555,000"
25 YISHUN STREET 51 #06-10,2017-10-11,2022-09-15,5.0,526888,Yishun,99 yrs from 25/08/2014,1438888,SIGNATURE AT YISHUN,1184,Resale,2022,"526,888",2017,10,2022,9,59,"912,000"
25 YISHUN STREET 51 #07-09,2017-04-06,2022-10-17,5.5,214500,Yishun,99 yrs from 25/08/2014,846000,SIGNATURE AT YISHUN,775,Resale,2022,"214,500",2017,4,2022,10,66,"631,500"
25 YISHUN STREET 51 #07-12,2016-08-08,2022-07-29,6.0,234400,Yishun,99 yrs from 25/08/2014,800000,SIGNATURE AT YISHUN,775,Resale,2022,"234,400",2016,8,2022,7,71,"565,600"
25 YISHUN STREET 51 #08-09,2015-09-26,2022-07-18,7.0,207000,Yishun,99 yrs from 25/08/2014,828000,SIGNATURE AT YISHUN,775,Resale,2022,"207,000",2015,9,2022,7,82,"621,000"
25 YISHUN STREET 51 #09-09,2015-10-20,2022-01-12,6.0,150600,Yishun,99 yrs from 25/08/2014,790000,SIGNATURE AT YISHUN,775,Resale,2022,"150,600",2015,10,2022,1,75,"639,400"
25 YISHUN STREET 51 #09-11,2018-03-26,2022-08-31,4.5,419000,Yishun,99 yrs from 25/08/2014,1280000,SIGNATURE AT YISHUN,1098,Resale,2022,"419,000",2018,3,2022,8,53,"861,000"
25 YISHUN STREET 51 #11-12,2015-09-26,2022-09-22,7.0,312900,Yishun,99 yrs from 25/08/2014,898000,SIGNATURE AT YISHUN,775,Resale,2022,"312,900",2015,9,2022,9,84,"585,100"
26 ANCHORVALE LANE #02-10,2018-06-19,2024-07-22,6.0,305800,Sengkang,99 yrs from 05/12/2016,1380000,RIVERCOVE RESIDENCES,1109,Resale,2024,"305,800",2018,6,2024,7,73,"1,074,200"
26 CHOA CHU KANG GROVE #06-62,2016-09-11,2023-05-15,6.5,494000,Choa Chu Kang,99 yrs from 02/06/2014,1270000,SOL ACRES,1001,Resale,2023,"494,000",2016,9,2023,5,80,"776,000"
26 CHOA CHU KANG GROVE #07-59,2017-01-08,2024-03-28,7.0,596888,Choa Chu Kang,99 yrs from 02/06/2014,1288888,SOL ACRES,926,Resale,2024,"596,888",2017,1,2024,3,86,"692,000"
26 CHOA CHU KANG GROVE #07-60,2016-06-10,2023-12-27,7.5,566000,Choa Chu Kang,99 yrs from 02/06/2014,1265000,SOL ACRES,926,Resale,2023,"566,000",2016,6,2023,12,90,"699,000"
26 CHOA CHU KANG GROVE #08-61,2015-11-16,2023-08-21,8.0,527000,Choa Chu Kang,99 yrs from 02/06/2014,1280000,SOL ACRES,926,Resale,2023,"527,000",2015,11,2023,8,93,"753,000"
26 CHOA CHU KANG GROVE #10-61,2015-12-06,2023-05-31,7.5,513000,Choa Chu Kang,99 yrs from 02/06/2014,1250000,SOL ACRES,926,Resale,2023,"513,000",2015,12,2023,5,89,"737,000"
26 CHOA CHU KANG GROVE #11-61,2015-12-12,2024-09-05,8.5,559000,Choa Chu Kang,99 yrs from 02/06/2014,1300000,SOL ACRES,926,Resale,2024,"559,000",2015,12,2024,9,105,"741,000"
26 CHOA CHU KANG GROVE #12-60,2016-05-10,2023-08-21,7.5,586000,Choa Chu Kang,99 yrs from 02/06/2014,1300000,SOL ACRES,926,Resale,2023,"586,000",2016,5,2023,8,87,"714,000"
26 CHOA CHU KANG GROVE #14-61,2016-10-17,2024-10-07,8.0,567000,Choa Chu Kang,99 yrs from 02/06/2014,1320000,SOL ACRES,926,Resale,2024,"567,000",2016,10,2024,10,96,"753,000"
26 CHOA CHU KANG GROVE #17-61,2016-09-11,2023-05-04,6.5,515000,Choa Chu Kang,99 yrs from 02/06/2014,1280000,SOL ACRES,926,Resale,2023,"515,000",2016,9,2023,5,80,"765,000"
26 CHOA CHU KANG GROVE #17-62,2016-07-09,2023-12-08,7.5,558000,Choa Chu Kang,99 yrs from 02/06/2014,1373000,SOL ACRES,1001,Resale,2023,"558,000",2016,7,2023,12,89,"815,000"
26 CHOA CHU KANG GROVE #18-59,2016-08-27,2023-04-27,6.5,622000,Choa Chu Kang,99 yrs from 02/06/2014,1350000,SOL ACRES,926,Resale,2023,"622,000",2016,8,2023,4,80,"728,000"
26 CHOA CHU KANG STREET 64 #01-01,1997-08-01,2004-11-12,7.5,-119500,Choa Chu Kang,99 yrs from 03/03/1997,482000,WINDERMERE,1453,Resale,2004,"-119,500",1997,8,2004,11,87,"601,500"
26 CHOA CHU KANG STREET 64 #01-01,2004-11-12,2016-11-14,12.0,308000,Choa Chu Kang,99 yrs from 03/03/1997,790000,WINDERMERE,1453,Resale,2016,"308,000",2004,11,2016,11,144,"482,000"
26 CHOA CHU KANG STREET 64 #01-02,1997-08-28,2020-01-07,22.5,242600,Choa Chu Kang,99 yrs from 03/03/1997,846000,WINDERMERE,1442,Resale,2020,"242,600",1997,8,2020,1,269,"603,400"
26 CHOA CHU KANG STREET 64 #01-04,1997-08-18,2009-09-05,12.0,36200,Choa Chu Kang,99 yrs from 03/03/1997,660000,WINDERMERE,1453,Resale,2009,"36,200",1997,8,2009,9,145,"623,800"
26 CHOA CHU KANG STREET 64 #02-03,1997-08-11,2013-05-10,16.0,345800,Choa Chu Kang,99 yrs from 03/03/1997,970000,WINDERMERE,1442,Resale,2013,"345,800",1997,8,2013,5,189,"624,200"
26 CHOA CHU KANG STREET 64 #03-02,1997-07-26,2012-10-01,15.0,366100,Choa Chu Kang,99 yrs from 03/03/1997,978000,WINDERMERE,1442,Resale,2012,"366,100",1997,7,2012,10,183,"611,900"
26 CHOA CHU KANG STREET 64 #03-03,1997-11-05,2020-04-09,22.5,232300,Choa Chu Kang,99 yrs from 03/03/1997,860000,WINDERMERE,1442,Resale,2020,"232,300",1997,11,2020,4,269,"627,700"
26 CHOA CHU KANG STREET 64 #04-01,1997-08-12,2011-03-14,13.5,208300,Choa Chu Kang,99 yrs from 03/03/1997,825000,WINDERMERE,1453,Resale,2011,"208,300",1997,8,2011,3,163,"616,700"
26 CHOA CHU KANG STREET 64 #04-01,2011-03-14,2015-10-08,4.5,100000,Choa Chu Kang,99 yrs from 03/03/1997,925000,WINDERMERE,1453,Resale,2015,"100,000",2011,3,2015,10,55,"825,000"
26 CHOA CHU KANG STREET 64 #04-02,1997-08-05,2010-05-31,13.0,148300,Choa Chu Kang,99 yrs from 03/03/1997,770000,WINDERMERE,1442,Resale,2010,"148,300",1997,8,2010,5,153,"621,700"
26 CHOA CHU KANG STREET 64 #04-02,2010-05-31,2012-07-06,2.0,80000,Choa Chu Kang,99 yrs from 03/03/1997,850000,WINDERMERE,1442,Resale,2012,"80,000",2010,5,2012,7,26,"770,000"
26 CHOA CHU KANG STREET 64 #05-01,1997-08-11,2010-10-26,13.0,189800,Choa Chu Kang,99 yrs from 03/03/1997,810000,WINDERMERE,1453,Resale,2010,"189,800",1997,8,2010,10,158,"620,200"
26 CHOA CHU KANG STREET 64 #05-01,2010-10-26,2020-09-16,10.0,78000,Choa Chu Kang,99 yrs from 03/03/1997,888000,WINDERMERE,1453,Resale,2020,"78,000",2010,10,2020,9,119,"810,000"
26 CHOA CHU KANG STREET 64 #05-02,2008-07-15,2021-07-30,13.0,330000,Choa Chu Kang,99 yrs from 03/03/1997,960000,WINDERMERE,1442,Resale,2021,"330,000",2008,7,2021,7,156,"630,000"
26 CHOA CHU KANG STREET 64 #05-04,1997-07-26,2016-04-27,19.0,295500,Choa Chu Kang,99 yrs from 03/03/1997,938000,WINDERMERE,1453,Resale,2016,"295,500",1997,7,2016,4,225,"642,500"
26 CHOA CHU KANG STREET 64 #06-01,1997-08-11,2009-12-02,12.5,101300,Choa Chu Kang,99 yrs from 03/03/1997,725000,WINDERMERE,1453,Resale,2009,"101,300",1997,8,2009,12,148,"623,700"
26 CHOA CHU KANG STREET 64 #06-03,2009-09-07,2011-10-31,2.0,215000,Choa Chu Kang,99 yrs from 03/03/1997,885000,WINDERMERE,1475,Resale,2011,"215,000",2009,9,2011,10,25,"670,000"
26 CHOA CHU KANG STREET 64 #07-03,1997-07-31,2005-07-22,8.0,-208200,Choa Chu Kang,99 yrs from 03/03/1997,365000,WINDERMERE,1281,Resale,2005,"-208,200",1997,7,2005,7,96,"573,200"
26 CHOA CHU KANG STREET 64 #07-04,1997-07-28,2008-01-17,10.5,25500,Choa Chu Kang,99 yrs from 03/03/1997,675000,WINDERMERE,1453,Resale,2008,"25,500",1997,7,2008,1,126,"649,500"
26 CHOA CHU KANG STREET 64 #08-04,1997-07-14,2005-06-19,8.0,-183000,Choa Chu Kang,99 yrs from 03/03/1997,470000,WINDERMERE,1453,Resale,2005,"-183,000",1997,7,2005,6,95,"653,000"
26 CHOA CHU KANG STREET 64 #08-04,2005-06-19,2008-07-11,3.0,200000,Choa Chu Kang,99 yrs from 03/03/1997,670000,WINDERMERE,1453,Resale,2008,"200,000",2005,6,2008,7,37,"470,000"
26 CHOA CHU KANG STREET 64 #09-02,1997-08-11,2009-02-20,11.5,9100,Choa Chu Kang,99 yrs from 03/03/1997,578000,WINDERMERE,1281,Resale,2009,"9,100",1997,8,2009,2,138,"568,900"
26 CHOA CHU KANG STREET 64 #09-03,1997-08-07,2011-06-07,14.0,244800,Choa Chu Kang,99 yrs from 03/03/1997,825000,WINDERMERE,1281,Resale,2011,"244,800",1997,8,2011,6,166,"580,200"
26 CHOA CHU KANG STREET 64 #09-04,1997-07-24,2021-05-06,24.0,323500,Choa Chu Kang,99 yrs from 03/03/1997,980000,WINDERMERE,1453,Resale,2021,"323,500",1997,7,2021,5,286,"656,500"
26 CHOA CHU KANG STREET 64 #10-01,1997-08-11,2008-11-24,11.5,2300,Choa Chu Kang,99 yrs from 03/03/1997,640000,WINDERMERE,1453,Resale,2008,"2,300",1997,8,2008,11,135,"637,700"
26 CHOA CHU KANG STREET 64 #10-01,2008-11-24,2019-10-11,11.0,250000,Choa Chu Kang,99 yrs from 03/03/1997,890000,WINDERMERE,1453,Resale,2019,"250,000",2008,11,2019,10,131,"640,000"
26 CHOA CHU KANG STREET 64 #10-03,1997-07-25,2002-04-03,4.5,-75700,Choa Chu Kang,99 yrs from 03/03/1997,508000,WINDERMERE,1281,Resale,2002,"-75,700",1997,7,2002,4,57,"583,700"
26 CHOA CHU KANG STREET 64 #10-04,1997-07-22,2006-12-27,9.5,-230000,Choa Chu Kang,99 yrs from 03/03/1997,430000,WINDERMERE,1453,Resale,2006,"-230,000",1997,7,2006,12,113,"660,000"
26 CHOA CHU KANG STREET 64 #10-04,2006-12-27,2012-02-09,5.0,500000,Choa Chu Kang,99 yrs from 03/03/1997,930000,WINDERMERE,1453,Resale,2012,"500,000",2006,12,2012,2,62,"430,000"
26 CHOA CHU KANG STREET 64 #11-01,1997-07-29,2009-07-24,12.0,48800,Choa Chu Kang,99 yrs from 03/03/1997,690000,WINDERMERE,1453,Resale,2009,"48,800",1997,7,2009,7,144,"641,200"
26 CHOA CHU KANG STREET 64 #11-02,1997-08-18,2004-11-12,7.0,-140900,Choa Chu Kang,99 yrs from 03/03/1997,435000,WINDERMERE,1281,Resale,2004,"-140,900",1997,8,2004,11,87,"575,900"
26 CHOA CHU KANG STREET 64 #11-02,2004-11-12,2008-12-16,4.0,145000,Choa Chu Kang,99 yrs from 03/03/1997,580000,WINDERMERE,1281,Resale,2008,"145,000",2004,11,2008,12,49,"435,000"
26 CHOA CHU KANG STREET 64 #12-02,1997-08-22,2008-10-31,11.0,20600,Choa Chu Kang,99 yrs from 03/03/1997,600000,WINDERMERE,1281,Resale,2008,"20,600",1997,8,2008,10,134,"579,400"
26 CHOA CHU KANG STREET 64 #12-03,2008-07-04,2010-11-16,2.5,170000,Choa Chu Kang,99 yrs from 03/03/1997,788000,WINDERMERE,1281,Resale,2010,"170,000",2008,7,2010,11,28,"618,000"
26 CHOA CHU KANG STREET 64 #13-02,1997-08-01,2023-06-15,26.0,556100,Choa Chu Kang,99 yrs from 03/03/1997,1139000,WINDERMERE,1281,Resale,2023,"556,100",1997,8,2023,6,310,"582,900"
26 CHOA CHU KANG STREET 64 #13-03,1997-07-22,2010-12-01,13.5,161590,Choa Chu Kang,99 yrs from 03/03/1997,755790,WINDERMERE,1281,Resale,2010,"161,590",1997,7,2010,12,161,"594,200"
26 CHOA CHU KANG STREET 64 #13-03,2010-12-01,2018-04-03,7.5,104210,Choa Chu Kang,99 yrs from 03/03/1997,860000,WINDERMERE,1281,Resale,2018,"104,210",2010,12,2018,4,88,"755,790"
