address,held_from,sold_at,holding_period,Gain/Loss,Planning Area,property_tenure,transaction_price_dollars,project_name,area_sqft,sale_type,Year,Gain/Loss (SGD),held_year,held_month,sold_year,sold_month,months_held,Original Price (SGD)
1 SEMBAWANG CRESCENT #10-03,2014-05-30,2022-12-16,8.5,557000,Sembawang,99 yrs from 18/03/2013,1600000,SKYPARK RESIDENCES,1302,Resale,2022,"557,000",2014,5,2022,12,103,"1,043,000"
1 SEMBAWANG CRESCENT #10-04,2014-09-12,2021-09-09,7.0,369500,Sembawang,99 yrs from 18/03/2013,1420000,SKYPARK RESIDENCES,1313,Resale,2021,"369,500",2014,9,2021,9,84,"1,050,500"
1 SEMBAWANG CRESCENT #12-02,2014-02-21,2024-01-11,10.0,597000,Sembawang,99 yrs from 18/03/2013,1470000,SKYPARK RESIDENCES,1141,Resale,2024,"597,000",2014,2,2024,1,119,"873,000"
1 SEMBAWANG CRESCENT #13-02,2014-09-18,2022-11-22,8.0,558000,Sembawang,99 yrs from 18/03/2013,1440000,SKYPARK RESIDENCES,1141,Resale,2022,"558,000",2014,9,2022,11,98,"882,000"
1 SEMBAWANG CRESCENT #14-01,2014-01-28,2021-08-18,7.5,210500,Sembawang,99 yrs from 18/03/2013,1098000,SKYPARK RESIDENCES,1152,Resale,2021,"210,500",2014,1,2021,8,91,"887,500"
1 SEMBAWANG CRESCENT #15-02,2015-06-02,2022-04-11,7.0,437000,Sembawang,99 yrs from 18/03/2013,1337000,SKYPARK RESIDENCES,1141,Resale,2022,"437,000",2015,6,2022,4,82,"900,000"
1 SEMBAWANG CRESCENT #15-03,2014-01-27,2021-12-17,8.0,442500,Sembawang,99 yrs from 18/03/2013,1560000,SKYPARK RESIDENCES,1302,Resale,2021,"442,500",2014,1,2021,12,95,"1,117,500"
1 SIMEI STREET 4 #01-01,1997-04-10,2008-01-14,11.0,236700,Tampines,99 yrs from 14/11/1996,820000,SIMEI GREEN CONDOMINIUM,1755,Resale,2008,"236,700",1997,4,2008,1,129,"583,300"
1 SIMEI STREET 4 #01-02,1997-04-15,2004-07-30,7.5,-10900,Tampines,99 yrs from 14/11/1996,495000,SIMEI GREEN CONDOMINIUM,1561,Resale,2004,"-10,900",1997,4,2004,7,87,"505,900"
1 SIMEI STREET 4 #01-02,2004-07-30,2017-10-24,13.0,495000,Tampines,99 yrs from 14/11/1996,990000,SIMEI GREEN CONDOMINIUM,1561,Resale,2017,"495,000",2004,7,2017,10,159,"495,000"
1 SIMEI STREET 4 #01-03,1997-04-16,2006-11-27,9.5,-31100,Tampines,99 yrs from 14/11/1996,412500,SIMEI GREEN CONDOMINIUM,1399,Resale,2006,"-31,100",1997,4,2006,11,115,"443,600"
1 SIMEI STREET 4 #01-03,2006-11-27,2013-06-07,6.5,555500,Tampines,99 yrs from 14/11/1996,968000,SIMEI GREEN CONDOMINIUM,1399,Resale,2013,"555,500",2006,11,2013,6,79,"412,500"
1 SIMEI STREET 4 #01-05,1997-04-14,2010-10-20,13.5,283300,Tampines,99 yrs from 14/11/1996,830000,SIMEI GREEN CONDOMINIUM,1593,Resale,2010,"283,300",1997,4,2010,10,162,"546,700"
1 SIMEI STREET 4 #01-06,1997-04-15,2011-07-11,14.0,367600,Tampines,99 yrs from 14/11/1996,818000,SIMEI GREEN CONDOMINIUM,1399,Resale,2011,"367,600",1997,4,2011,7,171,"450,400"
1 SIMEI STREET 4 #01-06,2011-07-11,2020-01-30,8.5,148000,Tampines,99 yrs from 14/11/1996,966000,SIMEI GREEN CONDOMINIUM,1399,Resale,2020,"148,000",2011,7,2020,1,102,"818,000"
1 SIMEI STREET 4 #01-07,1997-04-01,2006-03-02,9.0,-60600,Tampines,99 yrs from 14/11/1996,472000,SIMEI GREEN CONDOMINIUM,1561,Resale,2006,"-60,600",1997,4,2006,3,107,"532,600"
1 SIMEI STREET 4 #01-07,2006-03-02,2022-04-26,16.0,818000,Tampines,99 yrs from 14/11/1996,1290000,SIMEI GREEN CONDOMINIUM,1561,Resale,2022,"818,000",2006,3,2022,4,193,"472,000"
1 SIMEI STREET 4 #01-08,1997-04-08,2008-01-07,11.0,244100,Tampines,99 yrs from 14/11/1996,828000,SIMEI GREEN CONDOMINIUM,1733,Resale,2008,"244,100",1997,4,2008,1,129,"583,900"
1 SIMEI STREET 4 #01-08,2008-01-07,2012-10-08,5.0,372000,Tampines,99 yrs from 14/11/1996,1200000,SIMEI GREEN CONDOMINIUM,1733,Resale,2012,"372,000",2008,1,2012,10,57,"828,000"
1 SIMEI STREET 4 #02-02,1997-04-15,2004-08-06,7.5,-67600,Tampines,99 yrs from 14/11/1996,405000,SIMEI GREEN CONDOMINIUM,1195,Resale,2004,"-67,600",1997,4,2004,8,88,"472,600"
1 SIMEI STREET 4 #02-02,2004-08-06,2009-11-25,5.5,285000,Tampines,99 yrs from 14/11/1996,690000,SIMEI GREEN CONDOMINIUM,1195,Resale,2009,"285,000",2004,8,2009,11,63,"405,000"
1 SIMEI STREET 4 #02-02,2009-11-25,2023-06-26,13.5,435000,Tampines,99 yrs from 14/11/1996,1125000,SIMEI GREEN CONDOMINIUM,1195,Resale,2023,"435,000",2009,11,2023,6,163,"690,000"
1 SIMEI STREET 4 #02-03,1997-05-19,2022-08-19,25.5,499500,Tampines,99 yrs from 14/11/1996,900000,SIMEI GREEN CONDOMINIUM,969,Resale,2022,"499,500",1997,5,2022,8,303,"400,500"
1 SIMEI STREET 4 #02-04,1997-04-15,2009-10-30,12.5,170500,Tampines,99 yrs from 14/11/1996,680000,SIMEI GREEN CONDOMINIUM,1249,Resale,2009,"170,500",1997,4,2009,10,150,"509,500"
1 SIMEI STREET 4 #02-06,1997-05-19,2021-12-10,24.5,435400,Tampines,99 yrs from 14/11/1996,842000,SIMEI GREEN CONDOMINIUM,969,Resale,2021,"435,400",1997,5,2021,12,295,"406,600"
1 SIMEI STREET 4 #02-07,1997-04-15,2010-04-16,13.0,246500,Tampines,99 yrs from 14/11/1996,744000,SIMEI GREEN CONDOMINIUM,1195,Resale,2010,"246,500",1997,4,2010,4,156,"497,500"
1 SIMEI STREET 4 #02-08,1997-04-10,2006-08-17,9.5,-88200,Tampines,99 yrs from 14/11/1996,460000,SIMEI GREEN CONDOMINIUM,1356,Resale,2006,"-88,200",1997,4,2006,8,112,"548,200"
1 SIMEI STREET 4 #03-02,1997-04-25,2005-04-19,8.0,-69500,Tampines,99 yrs from 14/11/1996,405000,SIMEI GREEN CONDOMINIUM,1195,Resale,2005,"-69,500",1997,4,2005,4,96,"474,500"
1 SIMEI STREET 4 #03-04,1997-05-05,2009-08-28,12.5,143600,Tampines,99 yrs from 14/11/1996,655000,SIMEI GREEN CONDOMINIUM,1249,Resale,2009,"143,600",1997,5,2009,8,147,"511,400"
